Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
15.6 3.69618e+07 1.42549e+06 1632.87 217.635 15.6021 1.01642 83744.7 287.389 0.976569 -761000 9.79326 24071.5 0.640456 -9.75964 1585.7 1.63287 
15.7 3.69618e+07 1.4239e+06 1654.72 219.195 15.6211 1.01429 83527.6 287.247 0.981665 -774349 9.79319 24366.6 0.645206 -9.75947 1585.7 1.65472 
15.8 3.69618e+07 1.42232e+06 1676.71 220.758 15.6399 1.01214 83309.4 287.104 0.98689 -787935 9.79313 24662.9 0.649966 -9.75929 1585.7 1.67671 
15.9 3.69618e+07 1.42073e+06 1698.87 222.322 15.6586 1.00999 83090.1 286.96 0.992249 -801766 9.79306 24960.2 0.654735 -9.75911 1585.7 1.69887 
16 3.69618e+07 1.41915e+06 1721.18 223.887 15.6772 1.00782 82869.8 286.815 0.997748 -815850 9.79299 25258.7 0.659513 -9.75894 1585.7 1.72118 
16.1 3.69618e+07 1.41756e+06 1743.65 225.455 15.6957 1.00564 82648.4 286.669 1.00339 -830194 9.79292 25558.2 0.6643 -9.75876 1585.7 1.74365 
16.2 3.69618e+07 1.41597e+06 1766.27 227.025 15.714 1.00344 82425.9 286.522 1.00918 -844807 9.79285 25858.8 0.669097 -9.75858 1585.7 1.76627 
16.3 3.69618e+07 1.41439e+06 1789.05 228.596 15.7321 1.00124 82202.4 286.374 1.01513 -859699 9.79278 26160.5 0.673902 -9.75839 1585.7 1.78905 
16.4 3.69618e+07 1.4128e+06 1811.99 230.169 15.7501 0.999025 81977.8 286.225 1.02124 -874878 9.79271 26463.1 0.678716 -9.75821 1585.7 1.81199 
16.5 3.69618e+07 1.41122e+06 1835.08 231.744 15.7679 0.996798 81752.2 286.075 1.02752 -890356 9.79264 26766.7 0.68354 -9.75803 1585.7 1.83508 
16.6 3.69618e+07 1.40963e+06 1858.34 233.321 15.7855 0.99456 81525.6 285.924 1.03397 -906142 9.79257 27071.3 0.688372 -9.75784 1585.7 1.85834 
16.7 3.69618e+07 1.40805e+06 1881.75 234.9 15.8029 0.99231 81297.9 285.772 1.04061 -922249 9.7925 27376.8 0.693214 -9.75765 1585.7 1.88175 
16.8 3.69618e+07 1.40646e+06 1905.32 236.48 15.8202 0.99005 81069.3 285.619 1.04744 -938688 9.79242 27683.1 0.698065 -9.75746 1585.7 1.90532 
16.9 3.69618e+07 1.40488e+06 1929.04 238.062 15.8372 0.987778 80839.6 285.465 1.05446 -955471 9.79235 27990.4 0.702924 -9.75727 1585.7 1.92904 
17 3.69618e+07 1.40329e+06 1952.93 239.646 15.854 0.985495 80608.9 285.31 1.06169 -972613 9.79228 28298.5 0.707793 -9.75708 1585.7 1.95293 
17.1 3.69618e+07 1.4017e+06 1976.97 241.231 15.8706 0.983201 80377.3 285.154 1.06914 -990128 9.7922 28607.4 0.71267 -9.75689 1585.7 1.97697 
17.2 3.69618e+07 1.40012e+06 2001.18 242.818 15.887 0.980896 80144.6 284.996 1.07681 -1.00803e+06 9.79213 28917.1 0.717557 -9.75669 1585.7 2.00118 
17.3 3.69618e+07 1.39853e+06 2025.54 244.407 15.9031 0.97858 79911 284.838 1.08472 -1.02634e+06 9.79205 29227.6 0.722452 -9.7565 1585.7 2.02554 
17.4 3.69618e+07 1.39695e+06 2050.06 245.997 15.9189 0.976253 79676.4 284.679 1.09288 -1.04507e+06 9.79198 29538.8 0.727357 -9.7563 1585.7 2.05006 
17.5 3.69618e+07 1.39536e+06 2074.74 247.589 15.9345 0.973916 79440.9 284.519 1.1013 -1.06423e+06 9.7919 29850.7 0.73227 -9.7561 1585.7 2.07474 
17.6 3.69618e+07 1.39378e+06 2099.58 249.182 15.9497 0.971567 79204.4 284.357 1.10999 -1.08386e+06 9.79183 30163.2 0.737192 -9.7559 1585.7 2.09958 
17.7 3.69618e+07 1.39219e+06 2124.57 250.777 15.9647 0.969208 78967 284.195 1.11896 -1.10397e+06 9.79175 30476.4 0.742122 -9.7557 1585.7 2.12457 
17.8 3.69618e+07 1.3906e+06 2149.73 252.374 15.9793 0.966839 78728.6 284.031 1.12823 -1.12458e+06 9.79167 30790.2 0.747061 -9.7555 1585.7 2.14973 
17.9 3.69618e+07 1.38902e+06 2175.05 253.972 15.9936 0.964459 78489.3 283.867 1.13782 -1.14572e+06 9.7916 31104.6 0.752009 -9.75529 1585.7 2.17505 
18 3.69618e+07 1.38743e+06 2200.53 255.571 16.0075 0.962068 78249.1 283.702 1.14775 -1.16741e+06 9.79152 31419.5 0.756965 -9.75508 1585.7 2.20053 
18.1 3.69618e+07 1.38585e+06 2226.16 257.172 16.021 0.959667 78008 283.535 1.15802 -1.18968e+06 9.79144 31734.9 0.76193 -9.75488 1585.7 2.22616 
18.2 3.69618e+07 1.38426e+06 2251.96 258.774 16.0341 0.957256 77766 283.367 1.16866 -1.21256e+06 9.79136 32050.8 0.766904 -9.75467 1585.7 2.25196 
18.3 3.69618e+07 1.38268e+06 2277.92 260.377 16.0468 0.954834 77523.1 283.199 1.17969 -1.23609e+06 9.79128 32367.2 0.771885 -9.75446 1585.7 2.27792 
18.4 3.69618e+07 1.38109e+06 2304.04 261.982 16.0591 0.952402 77279.4 283.029 1.19113 -1.26029e+06 9.7912 32683.9 0.776875 -9.75425 1585.7 2.30404 
18.5 3.69618e+07 1.3795e+06 2330.31 263.588 16.0708 0.94996 77034.7 282.858 1.20301 -1.28521e+06 9.79112 33001 0.781873 -9.75403 1585.7 2.33031 
18.6 3.69618e+07 1.37792e+06 2356.75 265.195 16.082 0.947508 76789.2 282.687 1.21535 -1.31088e+06 9.79104 33318.4 0.786879 -9.75382 1585.7 2.35675 
18.7 3.69618e+07 1.37633e+06 2383.35 266.803 16.0927 0.945046 76542.9 282.514 1.22818 -1.33735e+06 9.79096 33636.1 0.791893 -9.7536 1585.7 2.38335 
18.8 3.69618e+07 1.37475e+06 2410.11 268.413 16.1027 0.942574 76295.7 282.34 1.24153 -1.36467e+06 9.79087 33954 0.796914 -9.75339 1585.7 2.41011 
18.9 3.69618e+07 1.37316e+06 2437.04 270.023 16.1122 0.940092 76047.7 282.165 1.25544 -1.39289e+06 9.79079 34272.1 0.801943 -9.75317 1585.7 2.43704 
19 3.69618e+07 1.37158e+06 2464.12 271.634 16.1209 0.9376 75798.8 281.989 1.26994 -1.42206e+06 9.79071 34590.4 0.80698 -9.75295 1585.7 2.46412 
19.1 3.69618e+07 1.36999e+06 2491.36 273.246 16.1289 0.935099 75549.2 281.812 1.28507 -1.45225e+06 9.79062 34908.9 0.812024 -9.75273 1585.7 2.49136 
19.2 3.69618e+07 1.3684e+06 2518.77 274.859 16.1362 0.932588 75298.7 281.634 1.30088 -1.48353e+06 9.79054 35227.3 0.817075 -9.75251 1585.7 2.51877 
19.3 3.69618e+07 1.36682e+06 2546.33 276.473 16.1426 0.930067 75047.5 281.455 1.31742 -1.51597e+06 9.79046 35545.8 0.822134 -9.75228 1585.7 2.54633 
19.4 3.69618e+07 1.36523e+06 2574.06 278.087 16.1482 0.927537 74795.4 281.275 1.33473 -1.54966e+06 9.79037 35864.3 0.827199 -9.75206 1585.7 2.57406 
19.5 3.69618e+07 1.36365e+06 2601.95 279.702 16.1527 0.924998 74542.6 281.094 1.35289 -1.58468e+06 9.79029 36182.7 0.83227 -9.75183 1585.7 2.60195 
19.6 3.69618e+07 1.36206e+06 2630 281.317 16.1563 0.922449 74289 280.912 1.37194 -1.62113e+06 9.7902 36501 0.837348 -9.7516 1585.7 2.63 
19.7 3.69618e+07 1.36048e+06 2658.22 282.933 16.1587 0.919891 74034.7 280.729 1.39197 -1.65914e+06 9.79011 36819 0.842432 -9.75137 1585.7 2.65822 
19.8 3.69618e+07 1.35889e+06 2686.59 284.549 16.1598 0.917324 73779.6 280.545 1.41306 -1.69881e+06 9.79003 37136.9 0.847521 -9.75114 1585.7 2.68659 
19.9 3.69618e+07 1.3573e+06 2715.13 286.164 16.1597 0.914748 73523.8 280.359 1.4353 -1.7403e+06 9.78994 37454.4 0.852616 -9.75091 1585.7 2.71513 
20 3.69618e+07 1.35572e+06 2743.82 287.78 16.158 0.912163 73267.3 280.173 1.45879 -1.78376e+06 9.78985 37771.6 0.857716 -9.75068 1585.7 2.74382 
20.1 3.69618e+07 1.35413e+06 2772.68 289.396 16.1548 0.909569 73010.1 279.985 1.48365 -1.82937e+06 9.78976 38088.3 0.86282 -9.75044 1585.7 2.77268 
20.2 3.69618e+07 1.35255e+06 2801.7 291.012 16.1499 0.906966 72752.2 279.797 1.51 -1.87732e+06 9.78967 38404.5 0.867929 -9.75021 1585.7 2.8017 
20.3 3.69618e+07 1.35096e+06 2830.88 292.627 16.143 0.904354 72493.5 279.607 1.538 -1.92784e+06 9.78958 38720.1 0.873041 -9.74997 1585.7 2.83088 
20.4 3.69618e+07 1.34938e+06 2860.23 294.241 16.1341 0.901734 72234.2 279.417 1.56781 -1.9812e+06 9.78949 39035.1 0.878157 -9.74973 1585.7 2.86023 
20.5 3.69618e+07 1.34779e+06 2889.73 295.854 16.1227 0.899105 71974.3 279.225 1.59964 -2.03769e+06 9.7894 39349.3 0.883275 -9.74949 1585.7 2.88973 
20.6 3.69618e+07 1.3462e+06 2919.4 297.467 16.1088 0.896468 71713.6 279.033 1.6337 -2.09765e+06 9.78931 39662.6 0.888395 -9.74925 1585.7 2.9194 
20.7 3.69618e+07 1.34462e+06 2949.22 299.078 16.092 0.893823 71452.4 278.839 1.67026 -2.16148e+06 9.78922 39975.1 0.893516 -9.74901 1585.7 2.94922 
20.8 3.69618e+07 1.34303e+06 2979.21 300.687 16.0719 0.891169 71190.5 278.644 1.70963 -2.22966e+06 9.78913 40286.4 0.898637 -9.74876 1585.7 2.97921 
20.9 3.69618e+07 1.34145e+06 3009.36 302.294 16.048 0.888507 70928 278.448 1.75216 -2.30272e+06 9.78904 40596.6 0.903758 -9.74852 1585.7 3.00936 
21 3.69618e+07 1.33986e+06 3039.67 303.899 16.0201 0.885837 70664.9 278.252 1.79829 -2.38133e+06 9.78894 40905.5 0.908877 -9.74827 1585.7 3.03967 
21.1 3.69618e+07 1.33828e+06 3070.14 305.501 15.9873 0.883159 70401.2 278.054 1.84852 -2.46625e+06 9.78885 41213 0.913993 -9.74803 1585.7 3.07014 
21.2 3.69618e+07 1.33669e+06 3100.77 307.1 15.949 0.880474 70136.9 277.855 1.90349 -2.55844e+06 9.78875 41518.8 0.919105 -9.74778 1585.7 3.10077 
21.3 3.69618e+07 1.3351e+06 3131.56 308.694 15.9043 0.877781 69872 277.655 1.96396 -2.65904e+06 9.78866 41822.8 0.924211 -9.74753 1585.7 3.13156 
21.4 3.69618e+07 1.33352e+06 3162.51 310.285 15.8521 0.87508 69606.6 277.454 2.03085 -2.76947e+06 9.78857 42124.9 0.929309 -9.74728 1585.7 3.16251 
21.5 3.69618e+07 1.33193e+06 3193.62 311.87 15.7911 0.872372 69340.7 277.252 2.10536 -2.89151e+06 9.78847 42424.7 0.934397 -9.74703 1585.7 3.19362 
21.6 3.69618e+07 1.33035e+06 3224.88 313.449 15.7195 0.869656 69074.2 277.049 2.18898 -3.02742e+06 9.78837 42722 0.939472 -9.74678 1585.7 3.22488 
21.7 3.69618e+07 1.32876e+06 3256.31 315.021 15.6351 0.866934 68807.3 276.845 2.28366 -3.18013e+06 9.78828 43016.5 0.944532 -9.74653 1585.7 3.25631 
21.8 3.69618e+07 1.32718e+06 3287.89 316.585 15.535 0.864204 68539.8 276.64 2.39195 -3.35349e+06 9.78818 43307.8 0.949571 -9.74628 1585.7 3.28789 
21.9 3.69618e+07 1.32559e+06 3319.62 318.138 15.4151 0.861468 68271.9 276.434 2.51734 -3.55272e+06 9.78808 43595.4 0.954587 -9.74603 1585.7 3.31962 
22 3.69618e+07 1.324e+06 3351.52 319.68 15.2699 0.858725 68003.5 276.227 2.66463 -3.78502e+06 9.78799 43878.7 0.959571 -9.74578 1585.7 3.35152 
22.1 3.69618e+07 1.32242e+06 3383.56 321.207 15.0915 0.855975 67734.7 276.019 2.84073 -4.06078e+06 9.78789 44157.1 0.964518 -9.74552 1585.7 3.38356 
22.2 3.69618e+07 1.32083e+06 3415.76 322.716 14.8681 0.853219 67465.5 275.809 3.056 -4.39544e+06 9.78779 44429.5 0.969417 -9.74527 1585.7 3.41576 
22.3 3.69618e+07 1.31925e+06 3448.1 324.203 14.5811 0.850458 67196 275.599 3.32666 -4.81329e+06 9.78769 44694.7 0.974254 -9.74502 1585.7 3.4481 
22.4 3.69618e+07 1.31766e+06 3480.59 325.661 14.1995 0.84769 66926 275.388 3.67994 -5.35497e+06 9.78759 44950.9 0.979011 -9.74478 1585.7 3.48059 
22.5 3.69618e+07 1.31608e+06 3513.23 327.081 13.6664 0.844918 66655.8 275.177 4.1656 -6.09467e+06 9.78749 45195.4 0.983658 -9.74453 1585.7 3.51323 
22.6 3.69618e+07 1.31449e+06 3546.01 328.447 12.8651 0.84214 66385.3 274.964 4.88634 -7.18536e+06 9.78739 45424.1 0.98815 -9.74429 1585.7 3.54601 
22.7 3.69618e+07 1.3129e+06 3578.92 329.734 11.5051 0.839359 66114.6 274.75 6.09751 -9.0069e+06 9.78729 45629.4 0.992407 -9.74406 1585.7 3.57892 
22.8 3.69618e+07 1.31132e+06 3611.95 330.884 8.5887 0.836574 65843.8 274.536 8.6778 -1.28652e+07 9.78719 45795.9 0.996258 -9.74384 1585.7 3.61195 
22.9 3.69618e+07 1.30973e+06 3645.08 331.743 -3.32391 0.833788 65573.1 274.321 19.1861 -2.84968e+07 9.78708 45880.7 0.999236 -9.74364 1585.7 3.64508 
23 3.69618e+07 1.30815e+06 3678.24 331.411 2.30237 0.831007 65303.1 274.105 14.3141 -2.11471e+07 9.78698 45636 0.998626 -9.74358 1585.7 3.67824 
23.1 3.69618e+07 1.30656e+06 3711.39 331.641 -16.8125 0.828233 65034 273.89 31.2933 -4.61412e+07 9.78688 45546.9 0.999713 -9.74345 1585.7 3.71139 
23.2 3.69618e+07 1.30498e+06 3744.47 329.96 10.1367 0.825473 64766.5 273.675 7.53569 -1.09622e+07 9.78678 44936 0.995035 -9.74353 1585.7 3.74447 
23.3 3.69618e+07 1.30339e+06 3777.52 330.973 3.32524 0.822722 64500 273.461 13.6223 -1.98719e+07 9.78668 45061.9 0.998483 -9.74332 1585.7 3.77752 
23.4 3.69618e+07 1.3018e+06 3810.63 331.306 -35.4595 0.819973 64234 273.246 48.3126 -7.03829e+07 9.78658 45001.6 0.999879 -9.74318 1585.7 3.81063 
23.5 3.69618e+07 1.30022e+06 3843.58 327.76 12.9519 0.817244 63970.1 273.032 5.20526 -7.39699e+06 9.78648 43896.9 0.989565 -9.74345 1585.7 3.84358 
23.6 3.69618e+07 1.29863e+06 3876.42 329.055 11.222 0.814532 63708 272.819 6.78055 -9.67964e+06 9.78638 44097.7 0.993864 -9.74321 1585.7 3.87642 
23.7 3.69618e+07 1.29705e+06 3909.39 330.177 6.63479 0.811816 63445.8 272.605 10.9338 -1.56629e+07 9.78627 44250.9 0.997645 -9.743 1585.7 3.90939 
23.8 3.69618e+07 1.29546e+06 3942.44 330.841 -70.7556 0.8091 63183.7 272.39 80.8843 -1.15945e+08 9.78617 44280.3 1.00004 -9.74283 1585.7 3.94244 
23.9 3.69618e+07 1.29388e+06 3975.17 323.765 14.8867 0.806417 62925.1 272.178 3.68224 -5.03827e+06 9.78607 42265.9 0.979037 -9.74345 1585.7 3.97517 
24 3.69618e+07 1.29229e+06 4007.62 325.254 14.3436 0.803764 62669.6 271.967 4.19908 -5.77933e+06 9.78597 42515.2 0.98392 -9.7432 1585.7 4.00762 
24.1 3.69618e+07 1.2907e+06 4040.22 326.688 13.4999 0.801106 62413.7 271.755 4.99072 -6.90668e+06 9.78587 42749.1 0.988644 -9.74296 1585.7 4.04022 
24.2 3.69618e+07 1.28912e+06 4072.95 328.038 11.9781 0.798443 62157.6 271.543 6.40356 -8.9056e+06 9.78577 42959.9 0.993117 -9.74272 1585.7 4.07295 
24.3 3.69618e+07 1.28753e+06 4105.82 329.236 8.16867 0.795777 61901.4 271.329 9.91603 -1.3845e+07 9.78567 43129.7 0.997136 -9.74249 1585.7 4.10582 
24.4 3.69618e+07 1.28595e+06 4138.78 330.053 -270.467 0.793109 61645.2 271.115 266.139 -3.72184e+08 9.78557 43198.7 1 -9.74231 1585.7 4.13878 
24.5 3.69618e+07 1.28436e+06 4170.43 303.006 17.2588 0.790554 61400 270.91 1.89566 -2.22712e+06 9.78547 36291.5 0.918405 -9.74489 1585.7 4.17043 
24.6 3.69618e+07 1.28278e+06 4200.82 304.732 17.2176 0.788107 61165.4 270.713 1.961 -2.323e+06 9.78538 36592.5 0.923973 -9.74464 1585.7 4.20082 
24.7 3.69618e+07 1.28119e+06 4231.38 306.454 17.1683 0.785652 60930.2 270.514 2.03397 -2.42915e+06 9.78529 36891.9 0.929534 -9.74438 1585.7 4.23138 
24.8 3.69618e+07 1.2796e+06 4262.11 308.171 17.1092 0.78319 60694.4 270.315 2.11613 -2.54766e+06 9.78519 37189.5 0.935086 -9.74412 1585.7 4.26211 
24.9 3.69618e+07 1.27802e+06 4293.01 309.882 17.0381 0.780719 60458.1 270.114 2.20951 -2.68121e+06 9.7851 37485 0.940627 -9.74386 1585.7 4.29301 
25 3.69618e+07 1.27643e+06 4324.09 311.586 16.9523 0.778241 60221.2 269.912 2.3168 -2.83339e+06 9.785 37778 0.946152 -9.7436 1585.7 4.32409 
25.1 3.69618e+07 1.27485e+06 4355.33 313.281 16.8479 0.775755 59983.7 269.71 2.44171 -3.00909e+06 9.78491 38068.2 0.951657 -9.74333 1585.7 4.35533 
25.2 3.69618e+07 1.27326e+06 4386.74 314.966 16.7192 0.773263 59745.8 269.506 2.58946 -3.21523e+06 9.78481 38355.1 0.957137 -9.74307 1585.7 4.38674 
25.3 3.69618e+07 1.27168e+06 4418.32 316.638 16.5584 0.770763 59507.3 269.301 2.7677 -3.46188e+06 9.78471 38638.1 0.962584 -9.74281 1585.7 4.41832 
25.4 3.69618e+07 1.27009e+06 4450.07 318.293 16.3531 0.768256 59268.4 269.095 2.9881 -3.76447e+06 9.78462 38916.3 0.967988 -9.74255 1585.7 4.45007 
25.5 3.69618e+07 1.2685e+06 4481.98 319.929 16.0836 0.765742 59029 268.888 3.26963 -4.14798e+06 9.78452 39188.5 0.973336 -9.74229 1585.7 4.48198 
25.6 3.69618e+07 1.26692e+06 4514.05 321.537 15.715 0.763222 58789.2 268.679 3.64551 -4.65607e+06 9.78442 39453.3 0.978608 -9.74203 1585.7 4.51405 
25.7 3.69618e+07 1.26533e+06 4546.29 323.109 15.18 0.760696 58549 268.47 4.18035 -5.37365e+06 9.78432 39708 0.983774 -9.74177 1585.7 4.54629 
25.8 3.69618e+07 1.26375e+06 4578.67 324.627 14.3248 0.758164 58308.4 268.26 5.02152 -6.49404e+06 9.78422 39948.6 0.988783 -9.74152 1585.7 4.57867 
25.9 3.69618e+07 1.26216e+06 4611.21 326.059 12.6929 0.755628 58067.6 268.049 6.60775 -8.59217e+06 9.78412 40167.1 0.993538 -9.74127 1585.7 4.61121 
26 3.69618e+07 1.26058e+06 4643.88 327.328 7.81617 0.753087 57826.6 267.837 11.313 -1.47754e+07 9.78402 40344.3 0.9978 -9.74104 1585.7 4.64388 
26.1 3.69618e+07 1.25899e+06 4676.65 328.11 -3.29688 0.750545 57585.6 267.624 22.0165 -2.87947e+07 9.78392 40400.4 1.00058 -9.74086 1585.7 4.67665 
26.2 3.69618e+07 1.2574e+06 4709.44 327.78 -84.8212 0.748008 57345.3 267.411 100.947 -1.31314e+08 9.78382 40182.9 0.999972 -9.74079 1585.7 4.70944 
26.3 3.69618e+07 1.25582e+06 4741.8 319.298 16.3757 0.745511 57109 267.201 3.34103 -4.11032e+06 9.78372 38002.9 0.974478 -9.74155 1585.7 4.7418 
26.4 3.69618e+07 1.25423e+06 4773.81 320.936 15.9766 0.743047 56876 266.993 3.75564 -4.65248e+06 9.78362 38266.8 0.979857 -9.74129 1585.7 4.77381 
26.5 3.69618e+07 1.25265e+06 4805.98 322.533 15.3792 0.740577 56642.6 266.785 4.36386 -5.44175e+06 9.78353 38520.3 0.98512 -9.74103 1585.7 4.80598 
26.6 3.69618e+07 1.25106e+06 4838.31 324.071 14.373 0.738101 56408.8 266.575 5.37224 -6.74064e+06 9.78343 38758.5 0.990207 -9.74078 1585.7 4.83831 
26.7 3.69618e+07 1.24948e+06 4870.79 325.509 12.222 0.735621 56174.8 266.364 7.50358 -9.46664e+06 9.78333 38971.6 0.994992 -9.74053 1585.7 4.87079 
26.8 3.69618e+07 1.24789e+06 4903.4 326.731 1.62974 0.733136 55940.6 266.152 17.9345 -2.27197e+07 9.78323 39132.2 0.999125 -9.74031 1585.7 4.9034 
26.9 3.69618e+07 1.24631e+06 4936.08 326.894 -94.4715 0.730653 55706.7 265.94 112.764 -1.42509e+08 9.78313 39038.6 1.00002 -9.74019 1585.7 4.93608 
27 3.69618e+07 1.24472e+06 4968.3 317.447 16.8923 0.728211 55476.9 265.731 3.16423 -3.75851e+06 9.78303 36691.8 0.971504 -9.74105 1585.7 4.9683 
27.1 3.69618e+07 1.24313e+06 5000.13 319.136 16.5607 0.725805 55250.6 265.525 3.5212 -4.21319e+06 9.78293 36960.8 0.977053 -9.74078 1585.7 5.00013 
27.2 3.69618e+07 1.24155e+06 5032.13 320.792 16.0792 0.723393 55023.9 265.317 4.02744 -4.85287e+06 9.78283 37221.2 0.982508 -9.74052 1585.7 5.03213 
27.3 3.69618e+07 1.23996e+06 5064.29 322.4 15.3107 0.720974 54796.8 265.108 4.82019 -5.84685e+06 9.78273 37469.6 0.987821 -9.74025 1585.7 5.06429 
27.4 3.69618e+07 1.23838e+06 5096.6 323.931 13.8486 0.71855 54569.3 264.899 6.3072 -7.69745e+06 9.78263 37699.1 0.992905 -9.74 1585.7 5.0966 
27.5 3.69618e+07 1.23679e+06 5129.06 325.316 9.47694 0.716121 54341.6 264.688 10.713 -1.31419e+07 9.78253 37893.7 0.997546 -9.73976 1585.7 5.12906 
27.6 3.69618e+07 1.23521e+06 5161.64 326.263 2.05963 0.71369 54113.8 264.476 18.1627 -2.23344e+07 9.78243 37985.4 1.00085 -9.73956 1585.7 5.16164 
27.7 3.69618e+07 1.23362e+06 5194.28 326.469 8.03646 0.71126 53886.5 264.265 12.2083 -1.49802e+07 9.78233 37903.9 1.00189 -9.73944 1585.7 5.19428 
27.8 3.69618e+07 1.23203e+06 5226.97 327.273 12.5562 0.708834 53659.5 264.053 7.68177 -9.44007e+06 9.78223 37960.8 1.00475 -9.73926 1585.7 5.22697 
27.9 3.69618e+07 1.23045e+06 5259.76 328.529 14.6681 0.706406 53432.6 263.84 5.57255 -6.87707e+06 9.78213 38121.6 1.00902 -9.73903 1585.7 5.25976 
28 3.69618e+07 1.22886e+06 5292.68 329.995 15.7749 0.703975 53205.6 263.626 4.47746 -5.55588e+06 9.78203 38330.4 1.01393 -9.73878 1585.7 5.29268 
28.1 3.69618e+07 1.22728e+06 5325.76 331.573 16.4597 0.701538 52978.3 263.411 3.80969 -4.75607e+06 9.78193 38563.8 1.01919 -9.73851 1585.7 5.32576 
28.2 3.69618e+07 1.22569e+06 5359 333.219 16.9342 0.699097 52750.7 263.196 3.35562 -4.21617e+06 9.78183 38812.1 1.02467 -9.73824 1585.7 5.359 
28.3 3.69618e+07 1.22411e+06 5392.41 334.912 17.2891 0.69665 52522.7 262.979 3.0236 -3.82428e+06 9.78173 39070.3 1.0303 -9.73796 1585.7 5.39241 
28.4 3.69618e+07 1.22252e+06 5425.99 336.641 17.5691 0.694196 52294.4 262.761 2.7682 -3.52503e+06 9.78162 39335.7 1.03605 -9.73768 1585.7 5.42599 
28.5 3.69618e+07 1.22093e+06 5459.74 338.398 17.799 0.691737 52065.7 262.542 2.56429 -3.28786e+06 9.78152 39606.6 1.04189 -9.73739 1585.7 5.45974 
28.6 3.69618e+07 1.21935e+06 5493.67 340.178 17.9935 0.689272 51836.7 262.322 2.39684 -3.09451e+06 9.78142 39881.7 1.04781 -9.73709 1585.7 5.49367 
28.7 3.69618e+07 1.21776e+06 5527.77 341.977 18.1621 0.6868 51607.2 262.101 2.25625 -2.93334e+06 9.78131 40160.2 1.0538 -9.7368 1585.7 5.52777 
28.8 3.69618e+07 1.21618e+06 5562.06 343.794 18.3111 0.684323 51377.4 261.878 2.1361 -2.79658e+06 9.78121 40441.4 1.05985 -9.7365 1585.7 5.56206 
28.9 3.69618e+07 1.21459e+06 5596.53 345.625 18.4449 0.681839 51147.2 261.654 2.0319 -2.67881e+06 9.7811 40725 1.06595 -9.73619 1585.7 5.59653 
29 3.69618e+07 1.21301e+06 5631.19 347.469 18.5665 0.679348 50916.6 261.43 1.94043 -2.57615e+06 9.781 41010.5 1.0721 -9.73589 1585.7 5.63119 
29.1 3.69618e+07 1.21142e+06 5666.03 349.326 18.6783 0.676852 50685.6 261.204 1.8593 -2.48573e+06 9.78089 41297.6 1.07829 -9.73558 1585.7 5.66603 
29.2 3.69618e+07 1.20983e+06 5701.05 351.194 18.7822 0.674349 50454.2 260.976 1.78671 -2.40536e+06 9.78078 41586.1 1.08453 -9.73527 1585.7 5.70105 
29.3 3.69618e+07 1.20825e+06 5736.27 353.072 18.8793 0.67184 50222.5 260.748 1.72125 -2.33338e+06 9.78067 41875.7 1.09081 -9.73495 1585.7 5.73627 
29.4 3.69618e+07 1.20666e+06 5771.67 354.96 18.9709 0.669325 49990.4 260.518 1.66184 -2.26846e+06 9.78057 42166.3 1.09712 -9.73463 1585.7 5.77167 
29.5 3.69618e+07 1.20508e+06 5807.26 356.857 19.0577 0.666804 49758 260.287 1.60758 -2.20957e+06 9.78046 42457.7 1.10348 -9.73431 1585.7 5.80726 
29.6 3.69618e+07 1.20349e+06 5843.04 358.763 19.1405 0.664276 49525.2 260.055 1.55778 -2.15585e+06 9.78035 42749.7 1.10986 -9.73399 1585.7 5.84304 
29.7 3.69618e+07 1.20191e+06 5879.01 360.677 19.2197 0.661743 49292 259.822 1.51185 -2.10661e+06 9.78024 43042.3 1.11629 -9.73366 1585.7 5.87901 
29.8 3.69618e+07 1.20032e+06 5915.18 362.599 19.2959 0.659203 49058.5 259.587 1.46932 -2.06128e+06 9.78013 43335.3 1.12274 -9.73334 1585.7 5.91518 
29.9 3.69618e+07 1.19873e+06 5951.53 364.528 19.3694 0.656658 48824.7 259.351 1.42978 -2.01938e+06 9.78001 43628.6 1.12923 -9.733 1585.7 5.95153 
30 3.69618e+07 1.19715e+06 5988.08 366.465 19.4406 0.654106 48590.5 259.114 1.39289 -1.98052e+06 9.7799 43922.2 1.13575 -9.73267 1585.7 5.98808 
30.1 3.69618e+07 1.19556e+06 6024.83 368.409 19.5097 0.651549 48356 258.876 1.35837 -1.94436e+06 9.77979 44215.9 1.1423 -9.73234 1585.7 6.02483 
30.2 3.69618e+07 1.19398e+06 6061.77 370.36 19.577 0.648986 48121.2 258.636 1.32598 -1.91059e+06 9.77968 44509.7 1.14888 -9.732 1585.7 6.06177 
30.3 3.69618e+07 1.19239e+06 6098.9 372.318 19.6427 0.646417 47886.1 258.395 1.29549 -1.87898e+06 9.77956 44803.4 1.15549 -9.73165 1585.7 6.0989 
30.4 3.69618e+07 1.19081e+06 6136.23 374.282 19.7069 0.643843 47650.6 258.153 1.26673 -1.84932e+06 9.77945 45097.1 1.16213 -9.73131 1585.7 6.13623 
